                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20200613"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     199                                      479                  1.1321455921989019E-002                 -3.8092333354496510E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  2.4004760880219347E-003                  9.7168415303153188E-001                  4.5508648354570158E-001                  2.3425052072619207E-001                  9.7304376500684242E-008                  9.7168415303153188E-001                  4.5508648354570158E-001                  2.3425052072619207E-001                  9.7304376500684242E-008                 -2.1192223455562125E+001                 -9.8999999999999986E+001                 -3.7026689466669680E+001                 -2.1192223455562125E+001                 -2.1192223455562125E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284384593069519E+000                 -1.9215101657590601E+000                 -2.9437316504080702E-001                  3.0266436010781974E+000                  2.2120291636301944E-003                  1.3206452409159940E+001                 -1.4434675596792371E-001                  5.2879046187999235E+000                  8.5066017452143061E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        8                                        0                                        8 
                                     200                                      479                  1.1445580176042507E-002                 -3.9061433484577077E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  2.0501170149948139E-004                  9.7168415303153188E-001                  4.2695393846145069E-002                  1.7598601783054668E-002                  9.7304376500684242E-008                  9.7168415303153188E-001                  4.2695393846145069E-002                  1.7598601783054668E-002                  9.7304376500684242E-008                 -2.1192205496411145E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192205496411145E+001                 -2.1192205496411145E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284367412115322E+000                 -1.9214976576875300E+000                 -2.9436347481420211E-001                  3.0266242206249876E+000                  5.7444329354978604E-004                  1.3206485469136739E+001                 -1.4429325456689707E-001                  5.2878864881601855E+000                  8.5067386342484674E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        8                                        0                                        7 
                                     201                                      479                  1.1594529280906693E-002                 -3.8269621024100826E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  1.2125632711376182E-004                  7.1429228726837257E-001                  1.9665091179290259E-001                  9.7287256548622625E-001                  7.9150138184470087E-001                  7.1429228726837257E-001                  1.9665091179290259E-001                  9.7287256548622625E-001                  7.9150138184470087E-001                 -2.1192187858642288E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192187858642288E+001                 -2.1192187858642288E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284329827251412E+000                 -1.9214555253556838E+000                 -2.9433489167549737E-001                  3.0265670543475784E+000                  1.4121259938487921E-003                  1.3206523664017881E+001                 -1.4422391883806532E-001                  5.2878589970682981E+000                  8.5069352002636756E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        8                                        0                                       12 
                                     202                                      479                  1.1773268206743718E-002                 -3.7477808563624579E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  7.7122423731167599E-004                  9.7287256548622625E-001                  5.7294005937551029E-001                  4.7197146867100320E-001                  1.5537633832830533E-001                  9.7287256548622625E-001                  5.7294005937551029E-001                  4.7197146867100320E-001                  1.5537633832830533E-001                 -2.1192163802951804E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192163802951804E+001                 -2.1192163802951804E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284302655904204E+000                 -1.9214306901670315E+000                 -2.9431703981172985E-001                  3.0265313506200435E+000                  7.3499766513707924E-004                  1.3206592594832799E+001                 -1.4413401327610403E-001                  5.2878400154500431E+000                  8.5071097686473995E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        8                                        0                                        7 
                                     203                                      479                  1.1987754917748146E-002                 -3.6685996103148333E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  5.7894555297366922E-004                  9.7287256548622625E-001                  8.4868472510059786E-002                  5.7378807444013413E-002                  9.7304376500684242E-008                  9.7287256548622625E-001                  8.4868472510059786E-002                  5.7378807444013413E-002                  9.7304376500684242E-008                 -2.1192128212531870E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192128212531870E+001                 -2.1192128212531870E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284259975306415E+000                 -1.9213849704532711E+000                 -2.9428564383529182E-001                  3.0264685586671671E+000                  1.0772833502284418E-003                  1.3206725902375865E+001                 -1.4386773823104862E-001                  5.2877229352204145E+000                  8.5079189005050426E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        8                                        0                                       10 
                                     204                                      479                  1.2116446944350804E-002                 -3.8904483599311894E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  3.0004628137780091E-003                  9.7287256548622625E-001                  3.9361109144224310E-001                  2.9260923241776166E-001                  9.7304376500684242E-008                  9.7287256548622625E-001                  3.9361109144224310E-001                  2.9260923241776166E-001                  9.7304376500684242E-008                 -2.1192120318670110E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192120318670110E+001                 -2.1192120318670110E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284250267239496E+000                 -1.9213804301427180E+000                 -2.9428143206663143E-001                  3.0264601351298461E+000                  2.4086534545293985E-004                  1.3206754221454895E+001                 -1.4384352128460948E-001                  5.2877261969203957E+000                  8.5079255476758553E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        9 
                                     205                                      479                  1.2244441183400396E-002                 -3.8928095772683595E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  1.2089182481949462E-005                  6.5844017575174629E-001                  1.7842979173040321E-001                  9.7287256548622625E-001                  7.1946838352887144E-001                  6.5844017575174629E-001                  1.7842979173040321E-001                  9.7287256548622625E-001                  7.1946838352887144E-001                 -2.1192116756793229E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192116756793229E+001                 -2.1192116756793229E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284236722189383E+000                 -1.9213686559757681E+000                 -2.9427283597313370E-001                  3.0264429429428512E+000                  4.9429007815850569E-004                  1.3206780381972036E+001                 -1.4375898964372050E-001                  5.2876751445993948E+000                  8.5082488696232950E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        9 
                                     206                                      479                  1.2359741225992199E-002                 -3.9381705322770073E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  5.0586607005166061E-003                  5.0466866918825293E-001                  9.7304376500684242E-008                  9.7287256548622625E-001                  6.7003921234335839E-001                  5.0466866918825293E-001                  9.7304376500684242E-008                  9.7287256548622625E-001                  6.7003921234335839E-001                 -2.1192100937671249E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192100937671249E+001                 -2.1192100937671249E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284213310874896E+000                 -1.9213414958450663E+000                 -2.9425457364488600E-001                  3.0264064182863555E+000                  1.1657836288502205E-003                  1.3206814563675650E+001                 -1.4375269396730986E-001                  5.2876990291130310E+000                  8.5081398599479896E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        6 
                                     207                                      479                  1.2498101277102366E-002                 -3.8589892862293822E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  5.9398478105320862E-001                  7.0183400001629084E-003                  9.7287256548622625E-001                  6.6322147605652626E-001                  5.9398478105320862E-001                  7.0183400001629084E-003                  9.7287256548622625E-001                  6.6322147605652626E-001                 -2.1192096776938047E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192096776938047E+001                 -2.1192096776938047E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284205626911390E+000                 -1.9213393543132500E+000                 -2.9425196608627613E-001                  3.0264012031691356E+000                  1.3871326320626150E-004                  1.3206799699761694E+001                 -1.4375009506390779E-001                  5.2876840012653448E+000                  8.5082144892903833E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        7 
                                     208                                      479                  1.2664133338434563E-002                 -3.7798080401817575E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  2.5618225713917671E-006                  6.2736756205888344E-001                  1.4113258775598819E-001                  8.4060568209764441E-001                  7.4748737212467475E-001                  6.2736756205888344E-001                  1.4113258775598819E-001                  8.4060568209764441E-001                  7.4748737212467475E-001                 -2.1192070512125262E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192070512125262E+001                 -2.1192070512125262E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284183393122398E+000                 -1.9213163661111117E+000                 -2.9423602522740855E-001                  3.0263693214514005E+000                  7.0669515699926235E-004                  1.3206907985780271E+001                 -1.4359509202183918E-001                  5.2876421923342756E+000                  8.5085580444848563E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                       13 
                                     209                                      479                  1.2863371812033203E-002                 -3.7006267941341329E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  1.6164814673156357E-003                  9.7287256548622625E-001                  2.8665863635587086E-001                  1.5385679121142343E-001                  9.7304376500684242E-008                  9.7287256548622625E-001                  2.8665863635587086E-001                  1.5385679121142343E-001                  9.7304376500684242E-008                 -2.1192048842601373E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192048842601373E+001                 -2.1192048842601373E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284152448267906E+000                 -1.9212835408683189E+000                 -2.9421342363511349E-001                  3.0263241182668104E+000                  8.3503228800287002E-004                  1.3207003031139381E+001                 -1.4341553534408577E-001                  5.2875676462711754E+000                  8.5090810350253698E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        8 
                                     210                                      479                  1.3023977325318811E-002                 -3.7942395502876014E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  9.7512456930817157E-003                  9.7401282235562514E-001                  9.7304376500684242E-008                  1.0000000000000000E+000                  9.9894738458525945E-001                  9.7401282235562514E-001                  9.7304376500684242E-008                  1.0000000000000000E+000                  9.9894738458525945E-001                 -2.1192030595841810E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192030595841810E+001                 -2.1192030595841810E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284123762559835E+000                 -1.9212523741415712E+000                 -2.9419210313012562E-001                  3.0262814772568349E+000                  9.7723288741678347E-004                  1.3207054282976522E+001                 -1.4328547081770479E-001                  5.2874985282295075E+000                  8.5095321040116745E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        8 
                                     211                                      479                  1.3186114434366120E-002                 -3.7901175748489946E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  2.5677643259257900E-003                  9.7401282235562514E-001                  2.6690977167044433E-001                  2.5221968617490625E-001                  9.7304376500684242E-008                  9.7401282235562514E-001                  2.6690977167044433E-001                  2.5221968617490625E-001                  9.7304376500684242E-008                 -2.1192006811004838E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1192006811004838E+001                 -2.1192006811004838E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284082163951477E+000                 -1.9212038339901600E+000                 -2.9415951333274859E-001                  3.0262162976620810E+000                  1.4797763973197829E-003                  1.3207090115117245E+001                 -1.4322765548166738E-001                  5.2874790128848410E+000                  8.5096787054397227E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        6 
                                     212                                      479                  1.3380678965222888E-002                 -3.7109363288013695E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  3.1270811186407100E-003                  9.7401282235562514E-001                  4.8657461562976656E-001                  3.0747243520779360E-001                  9.7304376500684242E-008                  9.7401282235562514E-001                  4.8657461562976656E-001                  3.0747243520779360E-001                  9.7304376500684242E-008                 -2.1191987377869758E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1191987377869758E+001                 -2.1191987377869758E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284063392885868E+000                 -1.9211908128174053E+000                 -2.9414924853324986E-001                  3.0261957680630833E+000                  3.8841462579127482E-004                  1.3207180156148119E+001                 -1.4306089675715955E-001                  5.2874112856401512E+000                  8.5101561445438079E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                       18 
                                     213                                      479                  1.3614156402251011E-002                 -3.6317550827537448E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  7.7223580768949534E-003                  7.6663936046993608E-001                  9.7304376500684242E-008                  9.7401282235562514E-001                  8.6224417986456547E-001                  7.6663936046993608E-001                  9.7304376500684242E-008                  9.7401282235562514E-001                  8.6224417986456547E-001                 -2.1191952046245977E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1191952046245977E+001                 -2.1191952046245977E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4284008987128796E+000                 -1.9211286324829713E+000                 -2.9410727721461816E-001                  3.0261118254258199E+000                  1.3236181277319306E-003                  1.3207242222868430E+001                 -1.4301415422505701E-001                  5.2874239366082110E+000                  8.5101381512893925E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        6 
                                     214                                      479                  1.3894329326684758E-002                 -3.5525738367061197E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  8.0078031554846343E-005                  9.7401282235562514E-001                  3.1772418666339314E-002                  3.6443251801027698E-003                  9.7304376500684242E-008                  9.7401282235562514E-001                  3.1772418666339314E-002                  3.6443251801027698E-003                  9.7304376500684242E-008                 -2.1191932513230721E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1191932513230721E+001                 -2.1191932513230721E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4283972493830106E+000                 -1.9210956570263964E+000                 -2.9408349082659263E-001                  3.0260642526497690E+000                  6.2514991128944470E-004                  1.3207283161435925E+001                 -1.4294658180426648E-001                  5.2874003155588394E+000                  8.5103131261950504E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                        6 
                                     215                                      479                  1.4230536836005253E-002                 -3.4733925906584950E+000                  1.0000182310758277E-002                  3.1298686368143645E+001                 -9.8999999999999986E+001                  7.9748559939342798E-003                  7.9150023526356794E-001                  9.7304376500684242E-008                  9.7510679206231299E-001                  8.6897467804200268E-001                  7.9150023526356794E-001                  9.7304376500684242E-008                  9.7510679206231299E-001                  8.6897467804200268E-001                 -2.1191887340494951E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1191887340494951E+001                 -2.1191887340494951E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4283902327141886E+000                 -1.9210186963614202E+000                 -2.9403097715646054E-001                  3.0259592253095047E+000                  1.1502834689401497E-003                  1.3207453310778861E+001                 -1.4268942835396245E-001                  5.2873227441966701E+000                  8.5109193302048458E-001                  8.7985426035237346E-001                  1.2198718692960793E+000                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  1.7208036628528029E-005                  4.6802246398865873E-005                  7.5971385014830615E-003                  2.4017881652414847E-003                                        9                                        0                                       10 
