                           1                            2                            3                            4                            5                            6                            7 
              version_number                     compiler                        build             MESA_SDK_version                         date                    burn_min1                    burn_min2 
                       11701                   "gfortran"                      "8.3.0"      "x86_64-linux-20190503"                   "20190703"      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23 
                            model_number                                 star_age                                star_mass                                time_step                                   log_dt                                    log_L                               luminosity                        luminosity_ergs_s                                 log_Teff                              effective_T                                    log_R                                   radius                                    log_g                           surf_avg_j_rot                           surf_avg_omega                      surf_avg_omega_crit            surf_avg_omega_div_omega_crit                           surf_avg_v_rot                          surf_avg_v_crit                    surf_avg_v_div_v_crit                   surf_avg_Lrad_div_Ledd                              num_retries                              num_backups 
                                    6142                  1.2516467342703817E+010                  5.1058873234386237E-001                  5.3257828412372521E+002                  2.7263834541091003E+000                  3.0142932700427836E+000                  1.0334590436106118E+003                  3.9703429537432485E+036                  3.8818235318492094E+000                  7.6176941512934800E+003                  1.2667584077755993E+000                  1.8482401816042916E+001                  1.6124437644388951E+000                  1.4249934436969778E+012                  1.6175083075664615E-012                  5.6702425600874618E-006                  2.8655982313929323E-007                  1.8574798100065909E-005                  6.4919537283418762E+001                  2.8655982313929323E-007                  2.8712344218621388E-001                                       16                                        0 
                                    6143                  1.2516467849870447E+010                  5.1057424867485390E-001                  5.0716663083450374E+002                  2.7051506712908995E+000                  3.0141208292534647E+000                  1.0330487802404270E+003                  3.9687668039276721E+036                  3.8919256355984708E+000                  7.7969659136240880E+003                  1.2464679798824172E+000                  1.7638757108097060E+001                  1.6530123005904012E+000                  1.4075945483602629E+012                  1.7777965399696430E-012                  6.1585323167883729E-006                  2.8999321056252090E-007                  1.9353973951417484E-005                  6.6842714520904764E+001                  2.8999321056252079E-007                  2.8354323650127999E-001                                       16                                        0 
                                    6144                  1.2516468351784924E+010                  5.1056058815033922E-001                  5.0191447663821020E+002                  2.7006297221483271E+000                  3.0139473919596913E+000                  1.0326363103126930E+003                  3.9671821769593040E+036                  3.9017984857444410E+000                  7.9762450065447010E+003                  1.2266355609435902E+000                  1.6851383447969411E+001                  1.6926655186697619E+000                  1.4340711271259500E+012                  2.0039875668470502E-012                  6.6553498349158457E-006                  3.0247191110642077E-007                  2.0740898578274005E-005                  6.8676373061060872E+001                  3.0247191110642077E-007                  2.8094879014397306E-001                                       16                                        0 
                                    6145                  1.2516468954082296E+010                  5.1054494909530934E-001                  6.0229737196585211E+002                  2.7798109681959517E+000                  3.0137443055398481E+000                  1.0321535379222539E+003                  3.9653274619897145E+036                  3.9134675546546629E+000                  8.1934640902411447E+003                  1.2031958799132243E+000                  1.5965990992247775E+001                  1.7395315775898206E+000                  1.5486258975639124E+012                  2.4278323345471990E-012                  7.2632012349355896E-006                  3.3572724572637989E-007                  2.3724209140829158E-005                  7.0769860291979128E+001                  3.3572724572637989E-007                  2.7902989081835472E-001                                       16                                        0 
                                    6146                  1.2516469676839140E+010                  5.1052719731563478E-001                  7.2275684635902257E+002                  2.8589922142435769E+000                  3.0135192971624352E+000                  1.0316189167143762E+003                  3.9632735542332903E+036                  3.9270239814117773E+000                  8.4532552210550020E+003                  1.1759705222102892E+000                  1.4995830476699279E+001                  1.7939671922019131E+000                  1.7115637333611382E+012                  3.0517782656861389E-012                  8.0037890138002244E-006                  3.8287363062854437E-007                  2.7964337437692079E-005                  7.3140706959248703E+001                  3.8287363062854437E-007                  2.7778703870206933E-001                                       16                                        0 
                                    6147                  1.2516470292607183E+010                  5.1051301798390503E-001                  6.1576804228169647E+002                  2.7894171457219996E+000                  3.0133304442574915E+000                  1.0311704148709837E+003                  3.9615504998513451E+036                  3.9381105483221197E+000                  8.6718258632161287E+003                  1.1537029619371331E+000                  1.4246328749380623E+001                  1.8384902505288627E+000                  1.6469335825442546E+012                  3.2526866940960748E-012                  8.6431163562730003E-006                  3.7781777168165426E-007                  2.8321153893672679E-005                  7.5060048583354373E+001                  3.7781777168165426E-007                  2.7719147895787355E-001                                       16                                        0 
                                    6148                  1.2516470871482321E+010                  5.1050037368974643E-001                  5.7887513795914060E+002                  2.7625848975042366E+000                  3.0131589432860979E+000                  1.0307632906228275E+003                  3.9599864099147782E+036                  3.9481553619872516E+000                  8.8747343485364599E+003                  1.1335275841211725E+000                  1.3599645383983589E+001                  1.8788302495003408E+000                  1.6003577965766086E+012                  3.4611001466535499E-012                  9.2506848235642399E-006                  3.7555108203704769E-007                  2.8799598003517425E-005                  7.6783836888459561E+001                  3.7555108203704769E-007                  2.7708544932897750E-001                                       16                                        0 
                                    6149                  1.2516471443762358E+010                  5.1048845738216186E-001                  5.7228003842937733E+002                  2.7576085976449534E+000                  3.0129887696342594E+000                  1.0303594761625486E+003                  3.9584350355212790E+036                  3.9577431598278401E+000                  9.0728380715230596E+003                  1.1142669016140749E+000                  1.3009688606108789E+001                  1.9173414769175878E+000                  1.6266338324412156E+012                  3.8311763835133786E-012                  9.8578033638864694E-006                  3.9003280963295975E-007                  3.0549230371920435E-005                  7.8419558502695281E+001                  3.9003280963295975E-007                  2.7734857375205235E-001                                       16                                        0 
                                    6150                  1.2516472130498405E+010                  5.1047479696207554E-001                  6.8673604611525263E+002                  2.8367898436925785E+000                  3.0127989395652253E+000                  1.0299092045657853E+003                  3.9567051821008339E+036                  3.9687106491685715E+000                  9.3048772688450354E+003                  1.0922370078980954E+000                  1.2366221121714762E+001                  1.9613896426872803E+000                  1.7099347515832275E+012                  4.4349187519157506E-012                  1.0589078156293305E-005                  4.2023192845460243E-007                  3.3700962763047310E-005                  8.0287624350691985E+001                  4.2023192845460238E-007                  2.7805042947925585E-001                                       16                                        0 
                                    6151                  1.2516472954581661E+010                  5.1045923913038371E-001                  8.2408325533830316E+002                  2.9159710897402031E+000                  3.0125946744451650E+000                  1.0294249132144255E+003                  3.9548446315871798E+036                  3.9810669400979117E+000                  9.5734162003391411E+003                  1.0674222934793860E+000                  1.1679447356297093E+001                  2.0110058352523916E+000                  1.8432405789430564E+012                  5.3238198066197048E-012                  1.1465842303767864E-005                  4.6578412455953505E-007                  3.8338433498546715E-005                  8.2397272310751575E+001                  4.6578412455953505E-007                  2.7933307229569199E-001                                       16                                        0 
                                    6152                  1.2516473684346214E+010                  5.1044624846816977E-001                  7.2976455484923849E+002                  2.8631827655684767E+000                  3.0124138044265196E+000                  1.0289962793155325E+003                  3.9531979058744127E+036                  3.9914489112709757E+000                  9.8050296494766462E+003                  1.0465679161239350E+000                  1.1131864622446875E+001                  2.0527035374751161E+000                  1.7824679581721123E+012                  5.6326220578140342E-012                  1.2249062568722668E-005                  4.6120921298818589E-007                  3.8780714716976755E-005                  8.4169486073127473E+001                  4.6120921298818600E-007                  2.8096604393765739E-001                                       16                                        0 
                                    6153                  1.2516474391218616E+010                  5.1043427278725362E-001                  7.0687240160327542E+002                  2.8493410258466363E+000                  3.0122521025859856E+000                  1.0286132221348573E+003                  3.9517262767976948E+036                  4.0009428663716866E+000                  1.0021733884442792E+004                  1.0274991550022463E+000                  1.0653667908035086E+001                  2.0908308705297864E+000                  1.7414935135231462E+012                  5.9731490790149385E-012                  1.3005701508439075E-005                  4.6056763286067186E-007                  3.9475506784054348E-005                  8.5792332718230583E+001                  4.6056763286067186E-007                  2.8288525435542672E-001                                       16                                        0 
                                    6154                  1.2516475239465500E+010                  5.1042053723926717E-001                  8.4824688192393046E+002                  2.9285222718942610E+000                  3.0120710072866284E+000                  1.0281843928612550E+003                  3.9500788004943692E+036                  4.0117088277428374E+000                  1.0273272967273333E+004                  1.0058766846102654E+000                  1.0136235323706279E+001                  2.1340641244947451E+000                  1.8475538090945627E+012                  6.9527041141461080E-012                  1.3915937725857653E-005                  5.0094869784694410E-007                  4.3868953520195968E-005                  8.7650353166039821E+001                  5.0094869784694410E-007                  2.8531604403048316E-001                                       16                                        0 
                                    6155                  1.2516476257361759E+010                  5.1040487798953604E-001                  1.0178962583087165E+003                  3.0077035179418856E+000                  3.0118958455785134E+000                  1.0277697842769912E+003                  3.9484859572353443E+036                  4.0237177533940054E+000                  1.0561309100006556E+004                  9.8177125245387120E-001                  9.5889543800462764E+000                  2.1822616648333302E+000                  8.6618976784160999E+011                  3.6142187564187378E-012                  1.5001110166326871E-005                  2.4152710366717253E-007                  2.1657758201388341E-005                  8.9745147791467488E+001                  2.4152710366717253E-007                  2.8835495061119043E-001                                       16                                        0 
                                    6156                  1.2516477169420801E+010                  5.1039162303899421E-001                  9.1205904346005536E+002                  2.9600229539192959E+000                  3.0117482344478810E+000                  1.0274205178530747E+003                  3.9471441454879422E+036                  4.0338871019603211E+000                  1.0811528611384301E+004                  9.6135874975592339E-001                  9.1486865835923066E+000                  2.2230753916798327E+000                  1.3269157288634500E+012                  6.0425523168366063E-012                  1.5977982023469093E-005                  3.7906418486475477E-007                  3.4661368868693984E-005                  9.1511496446029369E+001                  3.7906418486475477E-007                  2.9164552658574261E-001                                       16                                        0 
                                    6157                  1.2516478061176359E+010                  5.1037927274466233E-001                  8.9175555801592054E+002                  2.9502458248319470E+000                  3.0116148749697262E+000                  1.0271050746801361E+003                  3.9459322759061468E+036                  4.0432810308295686E+000                  1.1047932975131967E+004                  9.4250421227835302E-001                  8.7600021403129400E+000                  2.2607739575879369E+000                  1.0917622034474817E+012                  5.3903566056203006E-012                  1.6931837383760207E-005                  3.1906252076966245E-007                  2.9696049553925665E-005                  9.3142502202418385E+001                  3.1906252076966250E-007                  2.9517884366835279E-001                                       16                                        0 
                                    6158                  1.2516479131283028E+010                  5.1036509708907063E-001                  1.0701066696191044E+003                  3.0294270708795721E+000                  3.0114924559725749E+000                  1.0268155949406782E+003                  3.9448201526430971E+036                  4.0538174333728794E+000                  1.1319244302552990E+004                  9.2137019769315431E-001                  8.3439212717172531E+000                  2.3030299241711023E+000                  7.7285361700259399E+011                  4.1889390196491540E-012                  1.8070123878747224E-005                  2.3186105924545688E-007                  2.2026579084301658E-005                  9.5005302580886266E+001                  2.3186105924545688E-007                  2.9916535550235823E-001                                       16                                        0 
                                    6159                  1.2516480415411032E+010                  5.1034890977429304E-001                  1.2841280035429252E+003                  3.1086083169271967E+000                  3.0113868988746342E+000                  1.0265660534248047E+003                  3.9438614640474147E+036                  4.0656047030541043E+000                  1.1630669183239250E+004                  8.9774287978173517E-001                  7.9021065223470366E+000                  2.3502707852021030E+000                  7.1320691432198706E+011                  4.2906005260259736E-012                  1.9434536149865519E-005                  2.2036249888845204E-007                  2.1415595940411196E-005                  9.7122989343234693E+001                  2.2036249888845204E-007                  3.0382175418781554E-001                                       16                                        0 
                                    6160                  1.2516481577634169E+010                  5.1033504602062552E-001                  1.1622231385908713E+003                  3.0652895175167121E+000                  3.0113190066496451E+000                  1.0264055853346963E+003                  3.9432449777388358E+036                  4.0756004804732093E+000                  1.1901466553986114E+004                  8.7771737883103074E-001                  7.5460100423443723E+000                  2.3903099892268380E+000                  7.1160406265034668E+011                  4.6655319247709123E-012                  2.0662431082913265E-005                  2.2541665121853833E-007                  2.2307098965468224E-005                  9.8903319315327280E+001                  2.2541665121853833E-007                  3.0852496001332030E-001                                       16                                        0 
                                    6161                  1.2516482972301935E+010                  5.1031916706440184E-001                  1.3946677663090454E+003                  3.1444707635643367E+000                  3.0112901620136614E+000                  1.0263374165838793E+003                  3.9429830870319470E+036                  4.0867765422404965E+000                  1.2211711686704513E+004                  8.5535083297846448E-001                  7.1672216091048879E+000                  2.4350295677499774E+000                  7.1175413751916724E+011                  5.1386245485702082E-012                  2.2129974306773570E-005                  2.3184539248453412E-007                  2.3413784512692806E-005                  1.0093664961807477E+002                  2.3184539248453412E-007                  3.1373865862281003E-001                                       16                                        0 
                                    6162                  1.2516484645903255E+010                  5.1030107151311710E-001                  1.6736013195708545E+003                  3.2236520096119619E+000                  3.0113444324713803E+000                  1.0264656781299655E+003                  3.9434758422397013E+036                  4.0990985025819873E+000                  1.2563148768849924E+004                  8.3073404752434188E-001                  6.7722666175424919E+000                  2.4842477386146533E+000                  7.1172326192229956E+011                  5.7153725314000014E-012                  2.3868237292747933E-005                  2.3912213947051570E-007                  2.4692859713986182E-005                  1.0321631761715300E+002                  2.3912213947051570E-007                  3.1962460733080911E-001                                       16                                        0 
                                    6163                  1.2516486122019974E+010                  5.1028598210290077E-001                  1.4761167204584442E+003                  3.1691206996596764E+000                  3.0114120068395747E+000                  1.0266254042354510E+003                  3.9440894779917554E+036                  4.1093624580018329E+000                  1.2863597955928486E+004                  8.1023992386874799E-001                  6.4601101610860399E+000                  2.5252231438119432E+000                  7.1346706232847974E+011                  6.2615716109613068E-012                  2.5408851667755032E-005                  2.4613109565157628E-007                  2.5877994319240621E-005                  1.0509566424963243E+002                  2.4613109565157628E-007                  3.2532549138196010E-001                                       16                                        0 
                                    6164                  1.2516487558362123E+010                  5.1027196671300246E-001                  1.4363421494190090E+003                  3.1572579050212539E+000                  3.0114869287714043E+000                  1.0268025268947326E+003                  3.9447699478241838E+036                  4.1188794236777344E+000                  1.3148597274826119E+004                  7.9124345348285907E-001                  6.1836294017195756E+000                  2.5632041561939576E+000                  7.1103720122919141E+011                  6.7768217326646244E-012                  2.6927408874712908E-005                  2.5142215038020681E-007                  2.6876175895164758E-005                  1.0686101510568263E+002                  2.5142215038020681E-007                  3.3074683659480264E-001                                       16                                        0 
                                    6165                  1.2516489281972702E+010                  5.1025585639363602E-001                  1.7236105793028105E+003                  3.2364391510688786E+000                  3.0116509357523058E+000                  1.0271903618575409E+003                  3.9462599321843006E+036                  4.1295106605728877E+000                  1.3474438004746338E+004                  7.7006298318300337E-001                  5.8892905809187566E+000                  2.6055513850209082E+000                  7.0958968615099353E+011                  7.4186117124711567E-012                  2.8744368330877166E-005                  2.5786086572190201E-007                  2.8091775824749529E-005                  1.0890900358904065E+002                  2.5786086572190201E-007                  3.3630276453306046E-001                                       16                                        0 
                                    6166                  1.2516491350305399E+010                  5.1023741667631350E-001                  2.0683326951633726E+003                  3.3156203971165032E+000                  3.0119441491021761E+000                  1.0278841022457716E+003                  3.9489251440078050E+036                  4.1413352743312757E+000                  1.3846349013980302E+004                  7.4656036234116196E-001                  5.5790513966827593E+000                  2.6525409318094004E+000                  7.0852110773416882E+011                  8.2104751632682173E-012                  3.0921878302707064E-005                  2.6531590492830890E-007                  2.9531234119367877E-005                  1.1127653105227009E+002                  2.6531590492830884E-007                  3.4191567462999056E-001                                       16                                        0 
                                    6167                  1.2516493216622961E+010                  5.1022161328371107E-001                  1.8663175640826325E+003                  3.2709855432660362E+000                  3.0121967527219087E+000                  1.0284821360250196E+003                  3.9512226701809201E+036                  4.1516033944398663E+000                  1.4177622042891384E+004                  7.2615042393384688E-001                  5.3229259428445186E+000                  2.6933473571752184E+000                  7.0686939601907788E+011                  8.9588948188319726E-012                  3.2946766308918725E-005                  2.7177647102712451E-007                  3.0812181044997119E-005                  1.1335282024286558E+002                  2.7177647102712451E-007                  3.4712939147118782E-001                                       16                                        0 
                                    6168                  1.2516495040839449E+010                  5.1020684236329306E-001                  1.8242164869108792E+003                  3.2610763764769217E+000                  3.0124352575170166E+000                  1.0290471104829994E+003                  3.9533931890535868E+036                  4.1612861323004520E+000                  1.4497266826510224E+004                  7.0690420061023074E-001                  5.0921853206264336E+000                  2.7318272308111924E+000                  7.0584158503030566E+011                  9.7377624419634614E-012                  3.4991221190087098E-005                  2.7818173817226112E-007                  3.2100595915363361E-005                  1.1537873142174806E+002                  2.7818173817226112E-007                  3.5171348803163660E-001                                       16                                        0 
                                    6169                  1.2516497229899233E+010                  5.1018984959927682E-001                  2.1890597842930551E+003                  3.3402576225245464E+000                  3.0127880312253823E+000                  1.0298833362690689E+003                  3.9566058012785084E+036                  4.1721859602914781E+000                  1.4865720404104972E+004                  6.8528093148236158E-001                  4.8448566482686548E+000                  2.7750593043715757E+000                  7.0269102841154517E+011                  1.0667971683196460E-011                  3.7471672738474473E-005                  2.8461535789262186E-007                  3.3524074141036693E-005                  1.1777603934151659E+002                  2.8461535789262186E-007                  3.5609046520641385E-001                                       16                                        0 
                                    6170                  1.2516499856770973E+010                  5.1017038828761552E-001                  2.6268717411516659E+003                  3.4194388685721715E+000                  3.0133306332419671E+000                  1.0311708635878119E+003                  3.9615522237316554E+036                  4.1843072939529984E+000                  1.5286473013627614E+004                  6.6130956516761319E-001                  4.5846856673058980E+000                  2.8229854704200705E+000                  7.0283327169861548E+011                  1.1868222507465114E-011                  4.0466091189798559E-005                  2.9324430435883904E-007                  3.5363622796605547E-005                  1.2058804814153395E+002                  2.9324430435883904E-007                  3.5998705610070941E-001                                       16                                        0 
                                    6171                  1.2516502197794136E+010                  5.1015389806309519E-001                  2.3410231614036370E+003                  3.3694057105014226E+000                  3.0137151418390618E+000                  1.0320842291754504E+003                  3.9650611916462455E+036                  4.1950376687620476E+000                  1.5668869689860798E+004                  6.4004106984806275E-001                  4.3655711410618272E+000                  2.8655084231427739E+000                  6.9838621760352856E+011                  1.2963850432469378E-011                  4.3341460384021613E-005                  2.9911964370261221E-007                  3.6843022663569629E-005                  1.2317259366193802E+002                  2.9911964370261221E-007                  3.6318214693660655E-001                                       16                                        0 
                                    6172                  1.2516504453981800E+010                  5.1013871379777376E-001                  2.2561876642642651E+003                  3.3533752203843430E+000                  3.0140215308732206E+000                  1.0328126078996477E+003                  3.9678594770288664E+036                  4.2051834934586960E+000                  1.6039229199031673E+004                  6.1990261497184462E-001                  4.1677591627925841E+000                  2.9057724063238228E+000                  6.9627757660164062E+011                  1.4140798137096063E-011                  4.6281058484188446E-005                  3.0558502502727470E-007                  3.8421207950044225E-005                  1.2573567473219136E+002                  3.0558502502727470E-007                  3.6560812386378405E-001                                       16                                        0 
                                    6173                  1.2516506683224777E+010                  5.1012435191991479E-001                  2.2292429785606023E+003                  3.3481574074201301E+000                  3.0142556584009181E+000                  1.0333695457930105E+003                  3.9699991210275872E+036                  4.2150406687962940E+000                  1.6407434107384623E+004                  6.0030532806049697E-001                  3.9838715575704695E+000                  2.9449547533306824E+000                  6.9387420376868396E+011                  1.5384252852828060E-011                  4.9365640058446137E-005                  3.1170130339513466E-007                  4.0005870236892368E-005                  1.2835515826540083E+002                  3.1170130339513460E-007                  3.6728380331715565E-001                                       16                                        0 
                                    6174                  1.2516509358316351E+010                  5.1010784373350782E-001                  2.6750915742727225E+003                  3.4273386534677552E+000                  3.0145948244488356E+000                  1.0341768799218976E+003                  3.9731007372839461E+036                  4.2262790132868817E+000                  1.6837554454404068E+004                  5.7799822210328100E-001                  3.7844103546772332E+000                  2.9895549107694883E+000                  6.9299971160679529E+011                  1.6983182648001609E-011                  5.3172927947310211E-005                  3.1947274759795163E-007                  4.2007188867734162E-005                  1.3149955642556890E+002                  3.1947274759795163E-007                  3.6833597968617521E-001                                       16                                        0 
                                    6175                  1.2516512568426241E+010                  5.1008896938416914E-001                  3.2101098891272668E+003                  3.5065198995153799E+000                  3.0150324106557145E+000                  1.0352194204545710E+003                  3.9771059695023706E+036                  4.2390564176109091E+000                  1.7340292445330415E+004                  5.5266220655866449E-001                  3.5699506004369010E+000                  3.0402108723598502E+000                  6.9194515355256335E+011                  1.9007314608740486E-011                  5.7899562942002688E-005                  3.2834639021970534E-007                  4.4406481907953458E-005                  1.3525170346793249E+002                  3.2834639021970534E-007                  3.6879741902049135E-001                                       16                                        0 
                                    6176                  1.2516515370290215E+010                  5.1007336911803880E-001                  2.8018639742447726E+003                  3.4474470471992666E+000                  3.0152072806050292E+000                  1.0356363385272241E+003                  3.9787076853538895E+036                  4.2503483173044430E+000                  1.7797062159824869E+004                  5.3016584214625395E-001                  3.3897357379291337E+000                  3.0851903187702137E+000                  6.9189071964580627E+011                  2.1035233980701312E-011                  6.2489967314203337E-005                  3.3667338653053507E-007                  4.6713738137526597E-005                  1.3875850391674211E+002                  3.3667338653053507E-007                  3.6847013633299153E-001                                       16                                        0 
                                    6177                  1.2516518015246368E+010                  5.1005936372604876E-001                  2.6449561546650571E+003                  3.4224184771481987E+000                  3.0152027017162468E+000                  1.0356254195797999E+003                  3.9786657369416747E+036                  4.2610640514984102E+000                  1.8241647176370148E+004                  5.0873208431392891E-001                  3.2265030821971807E+000                  3.1280459095857478E+000                  6.9193624748210547E+011                  2.3175213671515060E-011                  6.7238267101047113E-005                  3.4470975872221665E-007                  4.9034200184319023E-005                  1.4225284651671154E+002                  3.4470975872221665E-007                  3.6758783389639005E-001                                       16                                        0 
                                    6178                  1.2516520573709503E+010                  5.1004646810614851E-001                  2.5584631346446745E+003                  3.4079791635259435E+000                  3.0150920637592851E+000                  1.0353616241786096E+003                  3.9776522877693820E+036                  4.2712952177136136E+000                  1.8676488196895534E+004                  4.8821443290504074E-001                  3.0776160125966903E+000                  3.1690702321769852E+000                  6.9197763119525256E+011                  2.5427837641282816E-011                  7.2152056350863533E-005                  3.5244669220979458E-007                  5.1363801203997830E-005                  1.4573864701717036E+002                  3.5244669220979458E-007                  3.6625185736063298E-001                                       16                                        0 
                                    6179                  1.2516523094880766E+010                  5.1003435731717606E-001                  2.5211712623938411E+003                  3.4016023481700186E+000                  3.0148775184211245E+000                  1.0348502726407226E+003                  3.9756877774311278E+036                  4.2812656327413388E+000                  1.9110217623312696E+004                  4.6816633018051163E-001                  2.9387749560980128E+000                  3.2091561254062833E+000                  6.9204865355568396E+011                  2.7845774297100512E-011                  7.7336218125536398E-005                  3.6006326873480940E-007                  5.3753449080347242E-005                  1.4928923483759462E+002                  3.6006326873480940E-007                  3.6444841477757839E-001                                       16                                        0 
                                    6180                  1.2516526120286282E+010                  5.1002050432044976E-001                  3.0254055148726093E+003                  3.4807835942176437E+000                  3.0146746990403610E+000                  1.0343671012025764E+003                  3.9738315294000574E+036                  4.2926158618149310E+000                  1.9616244311522136E+004                  4.4536446234294452E-001                  2.7884602783589125E+000                  3.2547480650883531E+000                  6.9215600076030713E+011                  3.0875211696061786E-011                  8.3699207349134376E-005                  3.6888304125782521E-007                  5.6606738618875670E-005                  1.5345451126195894E+002                  3.6888304125782521E-007                  3.6221625680534442E-001                                       16                                        0 
                                    6181                  1.2516529750772900E+010                  5.1000475690637481E-001                  3.6304866178471316E+003                  3.5599648402652684E+000                  3.0145128005962971E+000                  1.0339815765841536E+003                  3.9723504209210010E+036                  4.3054635620934043E+000                  2.0205219003035247E+004                  4.1958811256396628E-001                  2.6277746128462196E+000                  3.3062873551450016E+000                  6.9229621107305371E+011                  3.4701625196153082E-011                  9.1538763501586176E-005                  3.7909606813938078E-007                  6.0018499034539515E-005                  1.5832066014341572E+002                  3.7909606813938068E-007                  3.5956916276153161E-001                                       16                                        0 
                                    6182                  1.2516532907386904E+010                  5.0999187049226880E-001                  3.1566140043082601E+003                  3.4992214789312013E+000                  3.0141093185271259E+000                  1.0330214002374182E+003                  3.9686616154321132E+036                  4.3168045835471087E+000                  2.0739800931392558E+004                  3.9670432862197208E-001                  2.4928969636215896E+000                  3.3520439494661609E+000                  6.9245402019894434E+011                  3.8499901029634447E-011                  9.9155822923973331E-005                  3.8825146868951026E-007                  6.3225538460802481E-005                  1.6284340911909860E+002                  3.8825146868951037E-007                  3.5662610057418964E-001                                       16                                        0 
                                    6183                  1.2516535882777309E+010                  5.0998038599696360E-001                  2.9753904038512383E+003                  3.4735439580021796E+000                  3.0135615899100472E+000                  1.0317193833902513E+003                  3.9636595271086675E+036                  4.3274498708819102E+000                  2.1254449982529055E+004                  3.7513988964382911E-001                  2.3721376666815273E+000                  3.3951630474447918E+000                  6.9254486951241956E+011                  4.2452602575333115E-011                  1.0692917094470967E-004                  3.9698295428414410E-007                  6.6396661856207555E-005                  1.6724858504930873E+002                  3.9698295428414410E-007                  3.5364994419627438E-001                                       16                                        0 
                                    6184                  1.2516538763568369E+010                  5.0996985379928428E-001                  2.8807910596137549E+003                  3.4595117605548293E+000                  3.0129485372321771E+000                  1.0302640295971203E+003                  3.9580683489062166E+036                  4.3375389774387489E+000                  2.1753992648830928E+004                  3.5465515019121657E-001                  2.2628467895239464E+000                  3.4361235571372921E+000                  6.9269709583910657E+011                  4.6586707003484689E-011                  1.1488768702256144E-004                  4.0546018445943825E-007                  6.9562574242730863E-005                  1.7155924946185777E+002                  4.0546018445943825E-007                  3.5069265119039200E-001                                       16                                        0 
                                    6185                  1.2516541616342403E+010                  5.0995995575514752E-001                  2.8527740348743864E+003                  3.4552673730262828E+000                  3.0122630172200995E+000                  1.0286390734373963E+003                  3.9518255923317885E+036                  4.3473467488688193E+000                  2.2250857318519033E+004                  3.3469684732503613E-001                  2.1612093976419446E+000                  3.4760317335328299E+000                  6.9284856127348303E+011                  5.1004048922656735E-011                  1.2321177132627777E-004                  4.1390910107323802E-007                  7.2794259187794363E-005                  1.7586379916398738E+002                  4.1390910107323802E-007                  3.4782669420092516E-001                                       16                                        0 
                                    6186                  1.2516545039671246E+010                  5.0994867697742841E-001                  3.4233288418492634E+003                  3.5344486190739075E+000                  3.0116286498810778E+000                  1.0271376528185222E+003                  3.9460574345981984E+036                  4.3583237856260686E+000                  2.2820428011550055E+004                  3.1242559014102667E-001                  2.0531732158205394E+000                  3.5205646425092110E+000                  6.9316964288289685E+011                  5.6442086947553877E-011                  1.3319119732319316E-004                  4.2372154958766568E-007                  7.6594913364166640E-005                  1.8076062762956832E+002                  4.2372154958766568E-007                  3.4487080273447890E-001                                       16                                        0 
                                    6187                  1.2516549147665855E+010                  5.0993588744563179E-001                  4.1079946102191161E+003                  3.6136298651215326E+000                  3.0111452186738012E+000                  1.0259949393986813E+003                  3.9416673581818532E+036                  4.3704888447331376E+000                  2.3468689803501962E+004                  2.8785375632325222E-001                  1.9402324166031457E+000                  3.5696974178864012E+000                  6.9354564975663123E+011                  6.3122308246532728E-011                  1.4513085388146333E-004                  4.3488609137015097E-007                  8.1023472822701578E-005                  1.8630288950557664E+002                  4.3488609137015097E-007                  3.4174226945881003E-001                                       16                                        0 
                                    6188                  1.2516552711122257E+010                  5.0992544578751853E-001                  3.5634564008158409E+003                  3.5518714495365278E+000                  3.0104423980933830E+000                  1.0243359102567517E+003                  3.9352937000243888E+036                  4.3812409515551307E+000                  2.4056971381587409E+004                  2.6599813238905540E-001                  1.8450074850156186E+000                  3.6133997728703351E+000                  6.9352399693734998E+011                  6.9689022514614997E-011                  1.5667390620658066E-004                  4.4474821253857408E-007                  8.5132981784060731E-005                  1.9141055604608462E+002                  4.4474821253857413E-007                  3.3869404655647034E-001                                       16                                        0 
                                    6189                  1.2516556016723013E+010                  5.0991628948930690E-001                  3.3056007579685206E+003                  3.5192503994225093E+000                  3.0096555380430372E+000                  1.0224816861950524E+003                  3.9281701420241520E+036                  4.3911302166495574E+000                  2.4611054188676469E+004                  2.4582617217503136E-001                  1.7612709506992972E+000                  3.6537358949711516E+000                  6.9346839066371448E+011                  7.6349630827527350E-011                  1.6814641705356780E-004                  4.5400702717118365E-007                  8.9105489573056948E-005                  1.9625602991271390E+002                  4.5400702717118365E-007                  3.3581867238129881E-001                                       16                                        0 
