                           1                            2                            3                            4                            5                            6                            7 
              version_number                     compiler                        build             MESA_SDK_version                         date                    burn_min1                    burn_min2 
                       11701                   "gfortran"                      "8.3.0"      "x86_64-linux-20190503"                   "20190606"      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                            model_number                                 star_age                                star_mass                                time_step                                   log_dt                                    log_L                                 log_Teff                                    log_R                                    log_g                              num_retries                              num_backups 
                                     549                  1.2336854337999895E+010                  9.8448430328146252E-001                  1.0056787642073234E+006                  6.0024592797147402E+000                  1.6851284290761892E+000                  3.6422128413980714E+000                  1.0813973681945777E+000                  2.2683034131176192E+000                                       12                                        0 
                                     550                  1.2337816292750179E+010                  9.8430158541712720E-001                  9.6195475028501952E+005                  5.9831546435931990E+000                  1.6995785997111605E+000                  3.6412913220183438E+000                  1.0904654922715191E+000                  2.2500865534956134E+000                                       12                                        0 
                                     551                  1.2338737652116117E+010                  9.8411680622495512E-001                  9.2135936593840318E+005                  5.9644290549560974E+000                  1.7164571846564345E+000                  3.6402351936960695E+000                  1.1010170413887042E+000                  2.2289019191568178E+000                                       12                                        0 
                                     552                  1.2339627247592834E+010                  9.8392673040893719E-001                  8.8959547671661759E+005                  5.9491925660073077E+000                  1.7313237707638069E+000                  3.6392332650739521E+000                  1.1104541916866264E+000                  2.2099437292803152E+000                                       12                                        0 
                                     553                  1.2340481395177937E+010                  9.8373368764373792E-001                  8.5414758510080760E+005                  5.9315329173601592E+000                  1.7411896242790093E+000                  3.6386053632733475E+000                  1.1166429220454348E+000                  2.1974810532407889E+000                                       12                                        0 
                                     554                  1.2341292694929964E+010                  9.8354338665017771E-001                  8.1129975202917261E+005                  5.9091813432373392E+000                  1.7486568465264676E+000                  3.6381273737269115E+000                  1.1213325122620377E+000                  2.1880178514231612E+000                                       12                                        0 
                                     555                  1.2342067018877071E+010                  9.8335656694036866E-001                  7.7432394710641762E+005                  5.8889226906665453E+000                  1.7557915428239939E+000                  3.6376772788503011E+000                  1.1258000501640211E+000                  2.1790002754704942E+000                                       12                                        0 
                                     556                  1.2342811655461596E+010                  9.8317201076635730E-001                  7.4463658452329459E+005                  5.8719443696023275E+000                  1.7630143288069711E+000                  3.6372010440418379E+000                  1.1303639127724361E+000                  2.1697910342979663E+000                                       12                                        0 
                                     557                  1.2343530795862465E+010                  9.8298883607331067E-001                  7.1914040087022434E+005                  5.8568136878384705E+000                  1.7698927291026478E+000                  3.6367541566333834E+000                  1.1346968877371826E+000                  2.1610441634623609E+000                                       12                                        0 
                                     558                  1.2344227816132490E+010                  9.8280661902241184E-001                  6.9702027002466167E+005                  5.8432454079858926E+000                  1.7775116320700903E+000                  3.6362410296951935E+000                  1.1395325930972837E+000                  2.1512922399301710E+000                                       12                                        0 
                                     559                  1.2344906324340572E+010                  9.8262404740696607E-001                  6.7850820808308676E+005                  5.8315551057962418E+000                  1.7855729192380614E+000                  3.6357285365672252E+000                  1.1445882229372066E+000                  2.1411002958011380E+000                                       12                                        0 
                                     560                  1.2345570894675070E+010                  9.8243970888832510E-001                  6.6457033449748764E+005                  5.8225409510690955E+000                  1.7925608597274543E+000                  3.6352840915078026E+000                  1.1489710833007474E+000                  2.1322530945608404E+000                                       12                                        0 
                                     561                  1.2346223478976044E+010                  9.8225385848283786E-001                  6.5258430097381666E+005                  5.8146366218845076E+000                  1.8011723823691219E+000                  3.6347287335140597E+000                  1.1543875606090677E+000                  2.1213379756747752E+000                                       12                                        0 
                                     562                  1.2346863056746342E+010                  9.8206569740861127E-001                  6.3957777029694838E+005                  5.8058933606321341E+000                  1.8108092661471651E+000                  3.6340723204643415E+000                  1.1605188285975261E+000                  2.1089922380454076E+000                                       12                                        0 
                                     563                  1.2347485679106468E+010                  9.8187571572294252E-001                  6.2262236012720759E+005                  5.7942247133678357E+000                  1.8197054693513433E+000                  3.6334723659115564E+000                  1.1661668393051847E+000                  2.0976121937590877E+000                                       12                                        0 
                                     564                  1.2348090928142471E+010                  9.8168470899581906E-001                  6.0524903600379545E+005                  5.7819341064019723E+000                  1.8267572008613808E+000                  3.6330152373059086E+000                  1.1706069622714987E+000                  2.0886474552212788E+000                                       12                                        0 
                                     565                  1.2348681469265650E+010                  9.8149330963182613E-001                  5.9054112317677424E+005                  5.7712501457207415E+000                  1.8303023251780250E+000                  3.6327835247228322E+000                  1.1728429495959745E+000                  2.0840907977905352E+000                                       12                                        0 
                                     566                  1.2349258967619816E+010                  9.8130359243986942E-001                  5.7749835416653543E+005                  5.7615507508543802E+000                  1.8345940440545330E+000                  3.6325128492532910E+000                  1.1755301599733112E+000                  2.0786324222163293E+000                                       12                                        0 
                                     567                  1.2349824944383690E+010                  9.8111461187658744E-001                  5.6597676387365104E+005                  5.7527986016324402E+000                  1.8382850023437174E+000                  3.6322791081862862E+000                  1.1778431212519136E+000                  2.0739228546787700E+000                                       12                                        0 
                                     568                  1.2350373649213795E+010                  9.8092881231507612E-001                  5.4870483010718250E+005                  5.7393387831952838E+000                  1.8414114211981580E+000                  3.6320587932234241E+000                  1.1798469606048567E+000                  2.0698329232321435E+000                                       12                                        0 
